CDT_time,bar_fence,T_3m,Td_3m,RH_3m,P_3m,Spd_3m,raina_3m,preciptype_3m,rainr_3m,Ad_3m
18:00:30,|,-1.60000002384186,-3.43333339691162,87.1666641235352,987.799987792969,3.13333344459534,15.7299995422363,0,0,1.29999995231628
18:01:30,|,-1.60000002384186,-3.46666669845581,87.0666656494141,987.799987792969,4,15.7299995422363,0,0,1.29999995231628
18:02:30,|,-1.66666674613953,-3.56666660308838,86.8666687011719,987.86669921875,3.33333325386047,15.7299995422363,0,0,1.29999995231628
18:03:30,|,-1.70000004768372,-3.59999990463257,86.8666687011719,987.766662597656,2.93333339691162,15.7299995422363,0,0,1.29999995231628
18:04:30,|,-1.70000004768372,-3.53333330154419,87.033332824707,987.766662597656,3.33333325386047,15.7299995422363,0,0,1.29999995231628
18:05:30,|,-1.70000004768372,-3.5,87.0999984741211,987.799987792969,2.93333315849304,15.7299995422363,0,0,1.29999995231628
18:06:30,|,-1.70000004768372,-3.5,87.0999984741211,987.933349609375,3.59999990463257,15.7299995422363,0,0,1.29999995231628
18:07:30,|,-1.70000004768372,-3.5,87.033332824707,988.066650390625,3.63333320617676,15.7299995422363,0,0,1.29999995231628
18:08:30,|,-1.70000004768372,-3.5,87,988.099975585938,3.26666665077209,15.7299995422363,0,0,1.29999995231628
18:09:30,|,-1.70000004768372,-3.5,87.1333312988281,988.033325195313,3.46666669845581,15.7299995422363,0,0,1.29999995231628
18:10:30,|,-1.70000004768372,-3.5,87.2666702270508,988.066650390625,3.53333330154419,15.7299995422363,0,0,1.29999995231628
18:11:30,|,-1.70000004768372,-3.56666660308838,87.3666687011719,988.033325195313,3.03333330154419,15.7299995422363,0,0,1.29999995231628
18:12:30,|,-1.70000004768372,-3.53333330154419,87.466667175293,988,3.29999995231628,15.7299995422363,0,0,1.29999995231628
18:13:30,|,-1.70000004768372,-3.5,87.6333312988281,988,3.09999990463257,15.7299995422363,0,0,1.29999995231628
